Site,CODE,Strata,Species,No.,72CAT_1,72CAT_2,72CAT_3,72CAT_4,72CAT_5,collector,date,weather,Bird72,Arth72,Mam72,Lost72,NonLost72H,TotalPred72H,Survived72H,BirdProp,ArthProp,72CAT_1,72CAT_2,72CAT_3,72CAT_4,72CAT_5
DRO,DRO_SP12,C,Syzygium_graveolens,6,1,1,Arth,Bird,Arth,marketa,29/11/2018,sunny,1,2,0,0,5,3,2,0.2,0.4,,,,1,
EUC,EUC_SP9,C,Eucalyptus_tereticornis,5,1,Arth,1,Arth,Bird,sara,15/04/2019,sunny,1,2,0,0,5,3,2,0.2,0.4,,,,,1
DRO,DRO_SP12,C,Syzygium_graveolens,8,1,1,1,1,Bird,marketa,29/11/2018,sunny,1,0,0,0,5,1,4,0.2,0,,,,,1
DRO,DRO_SP13,C,Rockinghamia_angustifolia,1,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP13,C,Rockinghamia_angustifolia,2,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP13,C,Rockinghamia_angustifolia,5,1,Arth,Mam,1,Bird,marketa,29/11/2018,sunny,1,1,1,0,5,3,2,0.2,0.2,,,,,1
DRO,DRO_SP13,C,Rockinghamia_angustifolia,6,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP13,C,Rockinghamia_angustifolia,7,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP13,C,Rockinghamia_angustifolia,8,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP14,C,Ficus_hahliana,3,1,1,1,Arth,1,marketa,29/11/2018,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
DRO,DRO_SP14,C,Ficus_hahliana,4,1,1,1,Bird,1,marketa,29/11/2018,sunny,1,0,0,0,5,1,4,0.2,0,,,,1,
DRO,DRO_SP14,C,Ficus_hahliana,5,1,1,1,1,Arth,marketa,29/11/2018,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
DRO,DRO_SP14,C,Ficus_hahliana,7,1,1,1,1,Bird,marketa,29/11/2018,sunny,1,0,0,0,5,1,4,0.2,0,,,,,1
DRO,DRO_SP15,C,Dysoxylum_arborescens,1,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP15,C,Dysoxylum_arborescens,4,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP15,C,Dysoxylum_arborescens,7,1,1,1,1,1,marketa,29/11/2018,sunny,0,0,0,0,5,0,5,0,0,,,,,
DRO,DRO_SP15,C,Dysoxylum_arborescens,8,1,1,1,1,Bird,marketa,29/11/2018,sunny,1,0,0,0,5,1,4,0.2,0,,,,,1
EUC,EUC_SP1,U,Bursaria_spinosa,1,1,Arth,1,1,1,honza,11/04/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP10,C,Eucalyptus_tereticornis,7,1,1,Arth,Bird,Bird,sara,15/04/2019,sunny,2,1,0,0,5,3,2,0.4,0.2,,,,1,1
EUC,EUC_SP1,U,Bursaria_spinosa,4,1,Arth,1,1,1,honza,11/04/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP1,U,Bursaria_spinosa,5,1,Arth,1,1,Arth,honza,11/04/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP1,U,Bursaria_spinosa,6,1,Arth,1,1,1,honza,11/04/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP1,U,Bursaria_spinosa,7,1,Arth,1,Arth,1,honza,11/04/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,1,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,2,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,3,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,4,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,5,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,6,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,7,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP2,U,Acacia_parramattensis,8,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,1,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,2,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,3,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,4,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,5,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,6,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,7,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP3,U,Eucalyptus_tereticornis,8,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP11,C,Eucalyptus_tereticornis,3,1,1,Bird,1,Bird,sara,15/04/2019,sunny,2,0,0,0,5,2,3,0.4,0,,,1,,1
EUC,EUC_SP4,U,Eucalyptus_tereticornis,5,1,1,1,Arth,Arth,honza,11/04/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP12,C,Eucalyptus_tereticornis,5,1,Bird,1,Arth,Arth,sara,15/04/2019,sunny,1,2,0,0,5,3,2,0.2,0.4,,1,,,
EUC,EUC_SP5,U,Acacia_parramattensis,2,1,1,1,Arth,1,honza,11/04/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP5,U,Acacia_parramattensis,3,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP5,U,Acacia_parramattensis,4,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP5,U,Acacia_parramattensis,5,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP5,U,Acacia_parramattensis,6,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP12,C,Eucalyptus_tereticornis,7,1,1,Bird,1,1,sara,15/04/2019,sunny,1,0,0,0,5,1,4,0.2,0,,,1,,
EUC,EUC_SP5,U,Acacia_parramattensis,8,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP6,U,Breynia_oblingifolia,3,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP13,C,Eucalyptus_tereticornis,2,1,Bird,1,1,1,sara,15/04/2019,sunny,1,0,0,0,5,1,4,0.2,0,,1,,,
EUC,EUC_SP13,C,Eucalyptus_tereticornis,3,1,Bird,1,Arth,1,sara,15/04/2019,sunny,1,1,0,0,5,2,3,0.2,0.2,,1,,,
EUC,EUC_SP6,U,Breynia_oblingifolia,8,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,1,1,1,Arth,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,2,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,3,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,4,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,5,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,6,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,7,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP7,U,Eucalyptus_pruinosa,8,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP8,U,Eucalyptus_pruinosa,1,1,1,1,1,1,honza,11/04/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP8,U,Eucalyptus_pruinosa,3,1,1,1,Arth,1,honza,11/04/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP8,U,Eucalyptus_pruinosa,5,1,1,1,1,Arth,honza,11/04/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP13,C,Eucalyptus_tereticornis,5,1,Bird,Bird,1,Bird,sara,15/04/2019,sunny,3,0,0,0,5,3,2,0.6,0,,1,1,,1
EUC,EUC_SP13,C,Eucalyptus_tereticornis,6,1,1,Bird,1,1,sara,15/04/2019,sunny,1,0,0,0,5,1,4,0.2,0,,,1,,
EUC,EUC_SP9,C,Eucalyptus_tereticornis,4,1,1,Arth,1,Arth,sara,15/04/2019,sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP14,C,Eucalyptus_tereticornis,6,1,Arth,Bird,1,1,sara,15/04/2019,sunny,1,1,0,0,5,2,3,0.2,0.2,,,1,,
EUC,EUC_SP10,C,Eucalyptus_tereticornis,1,1,Arth,Arth,1,Arth,sara,15/04/2019,sunny,0,3,0,0,5,3,2,0,0.6,,,,,
EUC,EUC_SP10,C,Eucalyptus_tereticornis,4,1,1,1,Arth,Arth,sara,15/04/2019,sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP15,C,Eucalyptus_tereticornis,1,1,1,Bird,Bird,Arth,sara,15/04/2019,sunny,2,1,0,0,5,3,2,0.4,0.2,,,1,1,
EUC,EUC_SP15,C,Eucalyptus_tereticornis,5,1,1,Bird,1,Arth,sara,15/04/2019,sunny,1,1,0,0,5,2,3,0.2,0.2,,,1,,
EUC,EUC_SP11,C,Eucalyptus_tereticornis,1,1,1,1,1,1,sara,15/04/2019,sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP11,C,Eucalyptus_tereticornis,2,1,1,1,1,1,sara,15/04/2019,sunny,0,0,0,0,5,0,5,0,0,,,,,
EUC,EUC_SP15,C,Eucalyptus_tereticornis,6,1,Arth,Bird,1,1,sara,15/04/2019,sunny,1,1,0,0,5,2,3,0.2,0.2,,,1,,
EUC,EUC_SP11,C,Eucalyptus_tereticornis,5,1,1,1,1,Arth,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP1,U,,4,1,Bird,Bird,Bird,1,sara + sam,06/09/2019,cloudy/sunny,3,0,0,0,5,3,2,0.6,0,,1,1,1,
EUC,EUC_SP11,C,Eucalyptus_tereticornis,7,1,1,Arth,1,Arth,sara,15/04/2019,sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP11,C,Eucalyptus_tereticornis,8,1,Arth,1,1,Arth,sara,15/04/2019,sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP12,C,Eucalyptus_tereticornis,1,1,Arth,1,Arth,1,sara,15/04/2019,sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP12,C,Eucalyptus_tereticornis,3,1,1,Arth,Arth,1,sara,15/04/2019,sunny,0,2,0,0,5,2,3,0,0.4,,,,,
EUC,EUC_SP12,C,Eucalyptus_tereticornis,4,1,1,1,1,1,sara,15/04/2019,sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP8,U,Pittke,1,1,Arth,1,Bird,Bird,sara + sam,06/09/2019,cloudy/sunny,2,1,0,0,5,3,2,0.4,0.2,,,,1,1
BUB,BUB_SP11,C,Colona_thorelii,6,1,1,1,Bird,Bird,legi,02/04/2019,cloudy/sunny,2,0,0,0,5,2,3,0.4,0,,,,1,1
BUB,BUB_SP15,C,Semecarpus_reticulatus,2,1,1,1,Bird,Bird,legi,02/04/2019,cloudy/sunny,2,0,0,0,5,2,3,0.4,0,,,,1,1
EUC,EUC_SP13,C,Eucalyptus_tereticornis,1,1,1,1,1,1,sara,15/04/2019,sunny,0,0,0,0,5,0,5,0,0,,,,,
KAK,KAK_SP1,U,Pometia_pinnata,4,1,1,Bird,1,1,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,0,0,0,5,1,4,0.2,0,,,1,,
KAK,KAK_SP1,U,Pometia_pinnata,5,1,1,Bird,1,Bird,Bonny Koane/Kore,25/09/2020,cloudy/sunny,2,0,0,0,5,2,3,0.4,0,,,1,,1
KAK,KAK_SP2,U,Myristica_globosa,6,1,1,1,Bird,1,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,0,0,0,5,1,4,0.2,0,,,,1,
KAK,KAK_SP3,U,Ficus_hahliana,6,1,1,Bird,1,1,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,0,0,0,5,1,4,0.2,0,,,1,,
KAK,KAK_SP5,U,Cryptocarya_sp.,2,1,1,1,Bird,Arth,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,1,0,0,5,2,3,0.2,0.2,,,,1,
EUC,EUC_SP13,C,Eucalyptus_tereticornis,8,1,1,Arth,Arth,Bird,sara,15/04/2019,sunny,1,2,0,0,5,3,2,0.2,0.4,,,,,1
EUC,EUC_SP14,C,Eucalyptus_tereticornis,1,1,1,1,1,Arth,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP14,C,Eucalyptus_tereticornis,3,1,1,Arth,1,1,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
EUC,EUC_SP14,C,Eucalyptus_tereticornis,5,1,1,1,1,Arth,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
KAK,KAK_SP5,U,Cryptocarya_sp.,7,1,Bird,Arth,Arth,Bird,Bonny Koane/Kore,25/09/2020,cloudy/sunny,2,2,0,0,5,4,1,0.4,0.4,,1,,,1
EUC,EUC_SP14,C,Eucalyptus_tereticornis,7,1,1,Arth,1,1,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
KAK,KAK_SP6,U,Syzygium_longipes,2,1,1,Bird,1,1,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,0,0,0,5,1,4,0.2,0,,,1,,
EUC,EUC_SP15,C,Eucalyptus_tereticornis,3,1,1,Arth,1,1,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
KAK,KAK_SP6,U,Syzygium_longipes,4,1,1,1,Bird,Arth,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,1,0,0,5,2,3,0.2,0.2,,,,1,
KAK,KAK_SP7,U,Xanthophyllum_papuanum,1,1,1,1,Arth,Bird,Bonny Koane/Kore,25/09/2020,cloudy/sunny,1,1,0,0,5,2,3,0.2,0.2,,,,,1
EUC,EUC_SP15,C,Eucalyptus_tereticornis,7,1,1,Arth,1,1,sara,15/04/2019,sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP1,U,,2,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP1,U,,3,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
KAK,KAK_SP7,U,Xanthophyllum_papuanum,5,1,1,1,Bird,Bird,Bonny Koane/Kore,25/09/2020,cloudy/sunny,2,0,0,0,5,2,3,0.4,0,,,,1,1
BUB,BUB_SP1,U,,5,1,1,Arth,Arth,Arth,sara + sam,06/09/2019,cloudy/sunny,0,3,0,0,5,3,2,0,0.6,,,,,
BUB,BUB_SP1,U,,6,1,Arth,Arth,Arth,1,sara + sam,06/09/2019,cloudy/sunny,0,3,0,0,5,3,2,0,0.6,,,,,
BUB,BUB_SP1,U,,7,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP1,U,,8,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP2,U,Clebre,1,1,Arth,1,1,Arth,sara + sam,06/09/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
BUB,BUB_SP2,U,Clebre,2,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP2,U,Clebre,3,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP2,U,Clebre,5,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP2,U,Clebre,6,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP2,U,Clebre,8,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP3,U,Orola,1,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP3,U,Orola,2,1,Arth,1,1,Arth,sara + sam,06/09/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
BUB,BUB_SP3,U,Orola,4,1,1,Arth,1,1,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP3,U,Orola,5,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP3,U,Orola,6,1,Arth,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP3,U,Orola,7,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP3,U,Orola,8,1,1,Arth,1,1,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP4,U,Baccra,1,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP4,U,Baccra,2,1,1,Arth,1,1,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP4,U,Baccra,3,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP4,U,Baccra,5,1,1,Arth,Arth,Bird,sara + sam,06/09/2019,cloudy/sunny,1,2,0,0,5,3,2,0.2,0.4,,,,,1
BUB,BUB_SP4,U,Baccra,6,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP4,U,Baccra,7,1,1,1,1,Arth,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP4,U,Baccra,8,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,1,1,1,Arth,Arth,Arth,sara + sam,06/09/2019,cloudy/sunny,0,3,0,0,5,3,2,0,0.6,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,2,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,4,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,5,1,1,1,1,Arth,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,6,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,7,1,1,1,Arth,1,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
BUB,BUB_SP5,U,Garcinia_cowa,8,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP6,U,Saprosoma,1,1,Bird,Arth,Arth,Arth,sara + sam,06/09/2019,cloudy/sunny,1,3,0,0,5,4,1,0.2,0.6,,1,,,
BUB,BUB_SP6,U,Saprosoma,2,1,1,1,Arth,Bird,sara + sam,06/09/2019,cloudy/sunny,1,1,0,0,5,2,3,0.2,0.2,,,,,1
BUB,BUB_SP6,U,Saprosoma,3,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP6,U,Saprosoma,4,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP6,U,Saprosoma,5,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP6,U,Saprosoma,6,1,Arth,1,Arth,1,sara + sam,06/09/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
BUB,BUB_SP6,U,Saprosoma,7,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP6,U,Saprosoma,8,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP7,U,P._chinensis,1,1,1,Arth,Arth,1,sara + sam,06/09/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
BUB,BUB_SP7,U,P._chinensis,2,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP7,U,P._chinensis,3,1,Arth,Arth,Arth,1,sara + sam,06/09/2019,cloudy/sunny,0,3,0,0,5,3,2,0,0.6,,,,,
BUB,BUB_SP7,U,P._chinensis,5,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP7,U,P._chinensis,6,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP7,U,P._chinensis,7,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP7,U,P._chinensis,8,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
KAK,KAK_SP8,U,Pouteria_maclayana,6,1,1,1,Bird,Bird,Bonny Koane/Kore,25/09/2020,cloudy/sunny,2,0,0,0,5,2,3,0.4,0,,,,1,1
BUB,BUB_SP8,U,Pittke,2,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP8,U,Pittke,4,1,Arth,Arth,1,1,sara + sam,06/09/2019,cloudy/sunny,0,2,0,0,5,2,3,0,0.4,,,,,
BUB,BUB_SP8,U,Pittke,5,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP8,U,Pittke,6,1,1,1,1,1,sara + sam,06/09/2019,cloudy/sunny,0,0,0,0,5,0,5,0,0,,,,,
BUB,BUB_SP8,U,Pittke,7,1,1,1,Arth,1,sara + sam,06/09/2019,cloudy/sunny,0,1,0,0,5,1,4,0,0.2,,,,,
